_time,eventcount,firstpage,theugid,thedevice,isloggedin_r,time_hhmmss_r,login_or_create
2016-02-25T23:12:51.951-0500,3,wish,77ae1fdc1531bb00e2c6d2d,MOBILE,"user by-session,user by-session,user by-session","23:12:51,23:12:52,23:12:52","N,N,N"
2016-02-25T23:10:33.222-0500,6,wish,2a6ea72c1531ba089385c5b,MOBILE,"user by-session,user by-session,user by-session,user by-session,user,user","23:10:33,23:10:33,23:10:35,23:11:15,23:11:30,23:13:34","N,N,N,C,N,N"
2016-02-25T22:39:52.405-0500,3,wish,4c91a5d51530af5b0117c53,DESKTOP,"user by-session,user by-session,user by-session","22:39:52,22:39:52,22:39:53","N,N,N"
2016-02-25T22:29:50.891-0500,5,wish,3ac96edd151e8426a067e4,TABLET,"user by-session,user by-session,user by-session,user by-session,user by-session","22:29:50,22:29:51,22:29:51,22:30:12,22:30:14","N,N,N,L,N"
2016-02-25T22:24:52.566-0500,4,wish,69e08321152e7e8ba891af7,MOBILE,"user by-session,user by-session,user by-session,user by-session","22:24:52,22:24:52,22:24:53,22:25:17","N,N,N,L"
2016-02-25T22:24:43.215-0500,3,wish,77ae1fdc1531ab92e3e6965,DESKTOP,"user by-session,user by-session,user by-session","22:24:43,22:24:43,22:24:43","N,N,N"
2016-02-25T22:21:54.494-0500,7,wish,2a6ea72c1531ab84fe1771c,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","22:21:54,22:21:54,22:21:55,22:22:04,22:22:06,22:22:30,22:22:53","N,N,N,L,N,C,N"
2016-02-25T22:21:42.941-0500,3,wish,77ae1fdc1531ab92e3e6638,MOBILE,"user by-session,user by-session,user by-session","22:21:42,22:21:43,22:21:43","N,N,N"
2016-02-25T22:11:34.319-0500,3,wish,77ae1fdc1531ab92e3e3b66,DESKTOP,"user by-session,user by-session,user by-session","22:11:34,22:11:34,22:11:34","N,N,N"
2016-02-25T22:06:15.273-0500,4,wish,77ae1fdc1531ab92e3e5864,DESKTOP,"user by-session,user by-session,user by-session,user by-session","22:06:15,22:06:15,22:06:15,22:06:30","N,N,N,L"
2016-02-25T22:03:22.117-0500,3,wish,2a6ea72c1531ab84fe163d6,DESKTOP,"user by-session,user by-session,user by-session","22:03:22,22:03:22,22:03:22","N,N,N"
2016-02-25T22:02:47.101-0500,6,wish,2a6ea72c1531ab84fe138f7,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user","22:02:47,22:02:47,22:02:48,22:02:58,22:03:39,22:03:40","N,N,N,L,N,N"
2016-02-25T21:59:45.782-0500,3,wish,77ae1fdc1531ab92e3e543f,MOBILE,"user by-session,user by-session,user by-session","21:59:45,21:59:45,21:59:46","N,N,N"
2016-02-25T21:56:31.548-0500,8,wish,77ae1fdc1531ab92e3e44a1,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user,user,user","21:56:31,21:56:31,21:56:32,21:56:54,21:57:14,21:57:30,21:57:34,22:00:16","N,N,N,C,N,N,N,N"
2016-02-25T21:55:37.552-0500,3,wish,2a6ea72c1531ab84fe15cf4,TABLET,"user by-session,user by-session,user by-session","21:55:37,21:55:37,21:55:38","N,N,N"
2016-02-25T21:55:13.435-0500,3,wish,77ae1fdc1531ab92e3e48fe,TABLET,"user by-session,user by-session,user by-session","21:55:13,21:55:13,21:55:14","N,N,N"
2016-02-25T21:43:58.804-0500,4,wish,2a6ea72c1531ab84fe15313,MOBILE,"user by-session,user by-session,user by-session,user by-session","21:43:58,21:43:59,21:44:00,21:44:29","N,N,N,N"
2016-02-25T21:40:18.476-0500,6,wish,2a6ea72c1531ab84fe145cf,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user","21:40:18,21:40:18,21:40:18,21:40:25,21:40:35,21:41:27","N,N,N,L,L,N"
2016-02-25T21:25:52.704-0500,5,wish,2a6ea72c1531ab84fe13974,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","21:25:52,21:25:52,21:25:53,21:26:14,21:26:59","N,N,N,L,N"
2016-02-25T21:25:11.863-0500,3,wish,2a6ea72c1531ab84fe13e61,MOBILE,"user by-session,user by-session,user by-session","21:25:11,21:25:12,21:25:12","N,N,N"
2016-02-25T21:14:39.726-0500,4,wish,2a6ea72c1531ab84fe133ef,MOBILE,"user by-session,user by-session,user by-session,user by-session","21:14:39,21:14:40,21:14:40,21:15:02","N,N,N,C"
2016-02-25T21:11:55.544-0500,3,wish,452df28a151e055fca02d5a,TABLET,"user by-session,user by-session,user by-session","21:11:55,21:11:55,21:11:55","N,N,N"
2016-02-25T21:05:46.255-0500,3,wish,734d2a301520205de4dac1,MOBILE,"user by-session,user by-session,user by-session","21:05:46,21:05:46,21:05:46","N,N,N"
2016-02-25T21:05:39.653-0500,3,wish,734d2a301520205de4dac1,MOBILE,"user by-session,user by-session,user by-session","21:05:39,21:05:39,21:05:40","N,N,N"
2016-02-25T21:00:08.945-0500,3,wish,77ae1fdc1531ab92e3e1a8f,MOBILE,"user by-session,user by-session,user by-session","21:00:08,21:00:09,21:00:09","N,N,N"
2016-02-25T20:44:46.183-0500,3,wish,765a36e714d5c37668677b9,TABLET,"user by-session,user by-session,user by-session","20:44:46,20:44:46,20:44:47","N,N,N"
2016-02-25T20:39:36.139-0500,4,wish,77ae1fdc1531ab92e3e6ed,DESKTOP,"user by-session,user by-session,user by-session,user by-session","20:39:36,20:39:36,20:39:37,20:40:01","N,N,N,N"
2016-02-25T20:38:55.639-0500,3,wish,28aa90ae15182adb7293dbb,MOBILE,"user by-session,user by-session,user by-session","20:38:55,20:38:55,20:38:56","N,N,N"
2016-02-25T20:28:20.999-0500,7,wish,2a6ea72c1531ab84fe1a5d,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","20:28:20,20:28:21,20:28:21,20:28:37,20:28:40,20:28:50,20:28:50","N,N,N,L,N,N,N"
2016-02-25T20:27:07.255-0500,11,wish,60c718c2151351546857944,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","20:27:07,20:27:07,20:27:08,20:27:32,20:27:35,20:27:55,20:27:59,20:28:00,20:28:00,20:28:06,20:28:07","N,N,N,L,N,C,N,C,N,C,N"
2016-02-25T20:22:11.622-0500,3,wish,77ae1fdc1531ab92e3eb4c,DESKTOP,"user by-session,user by-session,user by-session","20:22:11,20:22:11,20:22:12","N,N,N"
2016-02-25T20:06:17.973-0500,5,wish,77ae1fdc1531ab92e3efc5,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","20:06:17,20:06:18,20:06:20,20:06:29,20:07:19","N,N,N,L,N"
2016-02-25T20:02:19.561-0500,4,wish,2a6ea72c1531ab84fe1c80,DESKTOP,"user by-session,user by-session,user by-session,user by-session","20:02:19,20:02:19,20:02:20,20:02:36","N,N,N,C"
2016-02-25T20:01:33.759-0500,3,wish,2a6ea72c1531ab84fe1e9e,MOBILE,"user by-session,user by-session,user by-session","20:01:33,20:01:34,20:01:34","N,N,N"
2016-02-25T19:57:38.608-0500,3,wish,2a6ea72c1531ab84fe11098,TABLET,"user by-session,user by-session,user by-session","19:57:38,19:57:38,19:57:39","N,N,N"
2016-02-25T19:53:38.926-0500,3,wish,77ae1fdc1531819a4bef06,MOBILE,"user by-session,user by-session,user by-session","19:53:38,19:53:39,19:53:39","N,N,N"
2016-02-25T19:53:37.644-0500,1,wish,201579b51531037b9702cbb,TABLET,user by-session,19:53:37,N
2016-02-25T19:50:32.825-0500,4,wish,2a6ea72c1531ab84fe116d1,DESKTOP,"user by-session,user by-session,user by-session,user by-session","19:50:32,19:50:32,19:50:33,19:50:59","N,N,N,C"
2016-02-25T19:27:51.899-0500,3,wish,1f7108dd152af7a152e1564,DESKTOP,"user by-session,user by-session,user by-session","19:27:51,19:27:52,19:27:53","N,N,N"
2016-02-25T19:23:13.273-0500,1,wish,2a6ea72c1531ab84fe12d16,MOBILE,user by-session,19:23:13,N
2016-02-25T19:22:34.218-0500,6,wish,77ae1fdc1531ab92e3e32d4,MOBILE,"user by-session,user by-session,user by-session,user by-session,user,user","19:22:34,19:22:34,19:22:35,19:22:40,19:23:16,19:23:17","N,N,N,L,N,N"
2016-02-25T19:10:29.828-0500,4,wish,5efddf72152cada433d6598,MOBILE,"user by-session,user by-session,user by-session,user by-session","19:10:29,19:10:30,19:10:30,19:10:34","N,N,N,L"
2016-02-25T19:09:35.784-0500,3,wish,5895c0f715246dc489f1c5,DESKTOP,"user by-session,user by-session,user by-session","19:09:35,19:09:35,19:09:36","N,N,N"
2016-02-25T19:09:05.804-0500,4,wish,2a6ea72c1531ab84fe14553,MOBILE,"user by-session,user by-session,user by-session,user by-session","19:09:05,19:09:06,19:09:06,19:09:43","N,N,N,C"
2016-02-25T19:04:22.928-0500,3,wish,6921cfcb15121dadb4dc16,DESKTOP,"user by-session,user by-session,user by-session","19:04:22,19:04:23,19:04:24","N,N,N"
2016-02-25T19:03:37.813-0500,3,wish,5c7053bb152a4373e99b6e,DESKTOP,"user by-session,user by-session,user by-session","19:03:37,19:03:37,19:03:38","N,N,N"
2016-02-25T19:01:57.462-0500,3,wish,5895c0f715246dc489f1c5,DESKTOP,"user by-session,user by-session,user by-session","19:01:57,19:01:57,19:01:58","N,N,N"
2016-02-25T19:01:38.003-0500,3,wish,2f5b4b9b151acc49c8a5a38,DESKTOP,"user by-session,user by-session,user by-session","19:01:38,19:01:38,19:01:38","N,N,N"
2016-02-25T18:44:28.070-0500,3,wish,cb7d0d7152c1ebe925631e,MOBILE,"user by-session,user by-session,user by-session","18:44:28,18:44:28,18:44:29","N,N,N"
2016-02-25T18:42:57.447-0500,3,wish,2a6ea72c1531ab84fe172dd,MOBILE,"user by-session,user by-session,user by-session","18:42:57,18:42:57,18:42:57","N,N,N"
2016-02-25T18:41:36.292-0500,5,wish,186e55cd15090d37ab359d7,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","18:41:36,18:41:36,18:41:37,18:41:43,18:42:11","N,N,N,L,N"
2016-02-25T18:38:39.957-0500,3,wish,77ae1fdc1531ab92e3e65d2,MOBILE,"user by-session,user by-session,user by-session","18:38:39,18:38:40,18:38:43","N,N,N"
2016-02-25T18:31:21.925-0500,3,wish,77ae1fdc1531ab92e3e7f45,TABLET,"user by-session,user by-session,user by-session","18:31:21,18:31:22,18:31:22","N,N,N"
2016-02-25T18:30:07.578-0500,12,wish,77ae1fdc1531ab92e3e7597,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user,user,user,user","18:30:07,18:30:07,18:30:10,18:30:25,18:30:29,18:31:02,18:31:32,18:31:42,18:31:56,18:31:56,18:31:58,18:32:16","N,N,N,L,N,C,N,N,N,N,N,N"
2016-02-25T18:25:24.325-0500,6,wish,2a6ea72c1531ab84fe175c4,MOBILE,"user by-session,user by-session,user by-session,user by-session,user,user","18:25:24,18:25:25,18:25:26,18:25:53,18:26:24,18:28:06","N,N,N,C,N,N"
2016-02-25T18:22:23.204-0500,3,wish,77ae1fdc153196c6c7a2ba2,DESKTOP,"user by-session,user by-session,user by-session","18:22:23,18:22:23,18:22:24","N,N,N"
2016-02-25T18:20:12.545-0500,3,wish,2a6ea72c1531ab84fe17c1e,DESKTOP,"user by-session,user by-session,user by-session","18:20:12,18:20:12,18:20:13","N,N,N"
2016-02-25T18:20:09.837-0500,3,wish,36451baa151120195283137,TABLET,"user by-session,user by-session,user by-session","18:20:09,18:20:10,18:20:11","N,N,N"
2016-02-25T18:18:01.870-0500,3,wish,2a6ea72c1531a37d9e160d4,DESKTOP,"user by-session,user by-session,user by-session","18:18:01,18:18:02,18:18:03","N,N,N"
2016-02-25T18:17:20.382-0500,3,wish,77ae1fdc153196c6c7a2ba2,DESKTOP,"user by-session,user by-session,user by-session","18:17:20,18:17:20,18:17:21","N,N,N"
2016-02-25T18:15:52.016-0500,3,wish,65282db6152e9be8c531732,DESKTOP,"user by-session,user by-session,user by-session","18:15:52,18:15:52,18:15:53","N,N,N"
2016-02-25T18:15:51.708-0500,3,wish,65282db6152e9be8c531732,DESKTOP,"user by-session,user by-session,user by-session","18:15:51,18:15:51,18:15:51","N,N,N"
2016-02-25T18:15:51.601-0500,1,wish,65282db6152e9be8c531732,DESKTOP,user by-session,18:15:51,N
2016-02-25T18:06:50.243-0500,5,wish,77ae1fdc1531a3545bb6c41,TABLET,"user by-session,user by-session,user by-session,user by-session,user","18:06:50,18:06:50,18:06:51,18:07:22,18:07:32","N,N,N,C,N"
2016-02-25T18:05:57.532-0500,8,wish,3a23d16515195de7cdf56f6,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user","18:05:57,18:05:57,18:05:58,18:06:31,18:06:32,18:07:01,18:07:01,18:07:22","N,N,N,L,L,N,N,N"
2016-02-25T18:05:32.020-0500,3,wish,69e08321152e6f475b66fab,DESKTOP,"user by-session,user by-session,user by-session","18:05:32,18:05:32,18:05:32","N,N,N"
2016-02-25T17:59:00.674-0500,4,wish,2f5b4b9b151acc49c8a41df,DESKTOP,"user by-session,user by-session,user by-session,user by-session","17:59:00,17:59:00,17:59:01,17:59:08","N,N,N,N"
2016-02-25T17:54:32.204-0500,9,wish,68aaf9e1152f84f41ae6ff1,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","17:54:32,17:54:32,17:54:33,17:54:43,17:54:46,17:54:53,17:54:56,17:55:31,17:55:40","N,N,N,L,N,L,N,C,N"
2016-02-25T17:53:02.580-0500,5,wish,7d4faa9f14d6baa7d322c5f,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session","17:53:02,17:53:02,17:53:02,17:53:13,17:53:16","N,N,N,L,N"
2016-02-25T17:51:39.277-0500,3,wish,6806506014f886642874d0a,MOBILE,"user by-session,user by-session,user by-session","17:51:39,17:51:39,17:51:39","N,N,N"
2016-02-25T17:47:20.922-0500,12,wish,2a6ea72c1531a37d9e1381f,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user,user","17:47:20,17:47:20,17:47:21,17:47:35,17:47:35,17:47:39,17:47:40,17:47:50,17:48:07,17:49:27,17:49:28,17:49:29","N,N,N,C,N,C,N,C,N,N,N,N"
2016-02-25T17:44:03.986-0500,3,wish,77ae1fdc1531a3545bb398d,MOBILE,"user by-session,user by-session,user by-session","17:44:03,17:44:04,17:44:04","N,N,N"
2016-02-25T17:43:49.310-0500,6,wish,77ae1fdc1531a3545bb28f,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","17:43:49,17:43:49,17:43:49,17:43:56,17:43:56,17:44:16","N,N,N,N,N,N"
2016-02-25T17:43:08.050-0500,7,wish,77ae1fdc1531a3545bb28f,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","17:43:08,17:43:08,17:43:08,17:43:15,17:43:15,17:43:24,17:43:24","N,N,N,N,N,N,N"
2016-02-25T17:42:03.421-0500,7,wish,77ae1fdc1531a3545bb28f,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","17:42:03,17:42:03,17:42:03,17:42:31,17:42:33,17:42:35,17:42:57","N,N,N,C,C,N,N"
2016-02-25T17:38:24.995-0500,3,wish,36b1a95414d7b181b304e4f,MOBILE,"user by-session,user by-session,user by-session","17:38:24,17:38:25,17:38:25","N,N,N"
2016-02-25T17:34:36.594-0500,3,wish,7a87051015288129fd526e8,MOBILE,"user by-session,user by-session,user by-session","17:34:36,17:34:36,17:34:37","N,N,N"
2016-02-25T17:28:04.393-0500,4,wish,2a6ea72c1531a37d9e11f02,DESKTOP,"user by-session,user by-session,user by-session,user by-session","17:28:04,17:28:04,17:28:05,17:28:55","N,N,N,C"
2016-02-25T17:19:53.285-0500,3,wish,77ae1fdc1531a3545bb976,DESKTOP,"user by-session,user by-session,user by-session","17:19:53,17:19:53,17:19:54","N,N,N"
2016-02-25T17:18:45.753-0500,12,wish,5efddf72152ceaee3dc7f49,TABLET,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user,user","17:18:45,17:18:45,17:18:46,17:19:06,17:19:09,17:19:47,17:19:49,17:20:27,17:21:02,17:21:52,17:22:09,17:22:12","N,N,N,L,N,L,N,C,N,N,L,N"
2016-02-25T17:11:29.361-0500,3,wish,2a6ea72c1531a37d9e157c,DESKTOP,"user by-session,user by-session,user by-session","17:11:29,17:11:29,17:11:29","N,N,N"
2016-02-25T17:11:04.982-0500,3,wish,5825465d14e588f06246888,DESKTOP,"user by-session,user by-session,user by-session","17:11:04,17:11:05,17:11:05","N,N,N"
2016-02-25T17:09:57.256-0500,6,wish,77ae1fdc1531a3545bb72,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","17:09:57,17:09:57,17:09:58,17:10:07,17:10:09,17:10:20","N,N,N,L,N,C"
2016-02-25T17:06:39.091-0500,3,wish,68aaf9e1152f632d99755fb,DESKTOP,"user by-session,user by-session,user by-session","17:06:39,17:06:39,17:06:39","N,N,N"
2016-02-25T17:02:58.364-0500,8,wish,2a6ea72c1531a37d9e12d97,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user","17:02:58,17:02:58,17:02:58,17:03:06,17:03:08,17:03:24,17:03:47,17:03:47","N,N,N,L,N,C,N,N"
2016-02-25T16:51:49.438-0500,3,wish,77ae1fdc1531a3545bb17df,MOBILE,"user by-session,user by-session,user by-session","16:51:49,16:51:49,16:51:50","N,N,N"
2016-02-25T16:50:57.886-0500,3,wish,2a6ea72c1531a37d9e12391,TABLET,"user by-session,user by-session,user by-session","16:50:57,16:50:58,16:50:59","N,N,N"
2016-02-25T16:50:13.788-0500,4,wish,77ae1fdc1531a3545bb22a1,DESKTOP,"user by-session,user by-session,user by-session,user by-session","16:50:13,16:50:13,16:50:14,16:50:35","N,N,N,C"
2016-02-25T16:47:45.724-0500,6,wish,77ae1fdc1531a3545bb204d,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user","16:47:45,16:47:45,16:47:46,16:47:55,16:48:05,16:48:05","N,N,N,L,N,N"
2016-02-25T16:40:52.718-0500,3,wish,77ae1fdc1531a3545bb2a54,MOBILE,"user by-session,user by-session,user by-session","16:40:52,16:40:52,16:40:53","N,N,N"
2016-02-25T16:40:00.439-0500,4,wish,2a6ea72c1531822d12f1df2,DESKTOP,"user by-session,user by-session,user by-session,user by-session","16:40:00,16:40:00,16:40:01,16:40:06","N,N,N,N"
2016-02-25T16:37:49.127-0500,3,wish,77ae1fdc1531a3545bb30e4,MOBILE,"user by-session,user by-session,user by-session","16:37:49,16:37:49,16:37:49","N,N,N"
2016-02-25T16:34:50.175-0500,6,wish,2a6ea72c1531a37d9e12d6f,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","16:34:50,16:34:50,16:34:50,16:35:11,16:35:13,16:35:22","N,N,N,L,N,L"
2016-02-25T16:32:55.880-0500,23,wish,77ae1fdc1531a3545bb30e4,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","16:32:55,16:32:56,16:32:56,16:33:12,16:33:15,16:33:21,16:33:23,16:33:55,16:33:57,16:34:34,16:34:39,16:35:14,16:35:16,16:35:22,16:35:25,16:35:32,16:35:34,16:35:46,16:35:48,16:36:01,16:36:04,16:36:53,16:36:55","N,N,N,L,N,L,N,L,N,C,N,L,N,L,N,L,N,L,N,L,N,L,N"
2016-02-25T16:30:25.794-0500,3,wish,2a6ea72c1531a37d9e14ba9,MOBILE,"user by-session,user by-session,user by-session","16:30:25,16:30:27,16:30:28","N,N,N"
2016-02-25T16:24:52.015-0500,4,wish,294f1e9d151983c0f7d139d,DESKTOP,"user by-session,user by-session,user by-session,user by-session","16:24:52,16:24:52,16:24:52,16:25:07","N,N,N,L"
2016-02-25T16:23:18.144-0500,9,wish,2a6ea72c153196fe275349d,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user,user,user,user","16:23:18,16:23:18,16:23:18,16:23:36,16:24:19,16:24:32,16:24:43,16:25:30,16:27:58","N,N,N,C,N,N,N,N,N"
2016-02-25T16:18:03.119-0500,1,wish,2a6ea72c1531a37d9e143ff,TABLET,user by-session,16:18:03,N
2016-02-25T16:16:40.331-0500,7,wish,77ae1fdc1531a3545bb4802,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user,user","16:16:40,16:16:40,16:16:40,16:17:10,16:17:20,16:18:02,16:18:17","N,N,N,C,N,N,N"
2016-02-25T16:06:43.841-0500,16,wish,5ae0a8cd1525149c748729e,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user,user,user","16:06:43,16:06:44,16:06:44,16:07:04,16:07:09,16:07:49,16:07:52,16:08:01,16:08:04,16:08:18,16:08:20,16:09:07,16:09:21,16:09:22,16:09:23,16:09:26","N,N,N,C,N,L,N,L,N,N,N,L,N,N,N,N"
2016-02-25T16:06:23.683-0500,3,wish,5ae0a8cd1525149c748729e,DESKTOP,"user by-session,user by-session,user by-session","16:06:23,16:06:23,16:06:24","N,N,N"
2016-02-25T16:04:03.044-0500,3,wish,2a6ea72c1531a37d9e16982,DESKTOP,"user by-session,user by-session,user by-session","16:04:03,16:04:03,16:04:03","N,N,N"
2016-02-25T16:03:05.555-0500,7,wish,282c6207151f2984eb1253,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","16:03:05,16:03:14,16:03:15,16:03:33,16:03:36,16:03:55,16:04:19","N,N,N,L,N,C,N"
2016-02-25T15:54:34.899-0500,4,wish,511e157c14e2a2ca2605ccc,DESKTOP,"user by-session,user by-session,user by-session,user by-session","15:54:34,15:54:34,15:54:35,15:55:07","N,N,N,N"
2016-02-25T15:54:13.095-0500,4,wish,17c921d515241b25a7257a2,TABLET,"user by-session,user by-session,user by-session,user by-session","15:54:13,15:54:13,15:54:14,15:54:34","N,N,N,L"
2016-02-25T15:53:07.261-0500,3,wish,77ae1fdc153196c6c7a70cb,MOBILE,"user by-session,user by-session,user by-session","15:53:07,15:53:07,15:53:07","N,N,N"
2016-02-25T15:49:42.578-0500,7,wish,4a08f7d0151a70ca8f263fe,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","15:49:42,15:49:42,15:49:44,15:49:56,15:49:59,15:50:11,15:50:14","N,N,N,L,N,L,N"
2016-02-25T15:48:22.355-0500,3,wish,634e3ddc152cc23e54c2bd1,DESKTOP,"user by-session,user by-session,user by-session","15:48:22,15:48:22,15:48:23","N,N,N"
2016-02-25T15:44:03.703-0500,3,wish,1d64ef71152c2cb94f2441f,MOBILE,"user by-session,user by-session,user by-session","15:44:03,15:44:03,15:44:04","N,N,N"
2016-02-25T15:42:37.236-0500,7,wish,25118ea6151abe1cce53007,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user,user","15:42:37,15:42:37,15:42:37,15:42:49,15:43:29,15:43:33,15:43:33","N,N,N,L,N,N,N"
2016-02-25T15:41:20.116-0500,3,wish,2a6ea72c153196fe27551f1,DESKTOP,"user by-session,user by-session,user by-session","15:41:20,15:41:20,15:41:20","N,N,N"
2016-02-25T15:39:58.547-0500,8,wish,77ae1fdc153196c6c7a5146,MOBILE,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user,user","15:39:58,15:39:58,15:39:59,15:40:03,15:40:03,15:40:11,15:41:29,15:41:30","N,N,N,N,N,L,N,N"
2016-02-25T15:36:41.383-0500,3,wish,2a6ea72c153196fe2754136,DESKTOP,"user by-session,user by-session,user by-session","15:36:41,15:36:41,15:36:42","N,N,N"
2016-02-25T15:29:20.171-0500,4,wish,2a6ea72c153196fe2753b4a,DESKTOP,"user by-session,user by-session,user by-session,user by-session","15:29:20,15:29:20,15:29:21,15:29:35","N,N,N,N"
2016-02-25T15:28:59.520-0500,5,wish,2a6ea72c153196fe27535cc,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user","15:28:59,15:28:59,15:29:01,15:29:29,15:29:55","N,N,N,C,N"
2016-02-25T15:24:44.913-0500,3,wish,2a6ea72c153196fe2753b8c,MOBILE,"user by-session,user by-session,user by-session","15:24:44,15:24:45,15:24:45","N,N,N"
2016-02-25T15:16:29.542-0500,4,wish,2a6ea72c153196fe2751603,DESKTOP,"user by-session,user by-session,user by-session,user by-session","15:16:29,15:16:29,15:16:30,15:16:38","N,N,N,L"
2016-02-25T15:16:16.520-0500,3,wish,2a6ea72c153196fe275339f,MOBILE,"user by-session,user by-session,user by-session","15:16:16,15:16:16,15:16:16","N,N,N"
2016-02-25T15:11:57.927-0500,3,wish,77ae1fdc153196c6c7a318d,DESKTOP,"user by-session,user by-session,user by-session","15:11:57,15:11:57,15:11:58","N,N,N"
2016-02-25T15:09:09.815-0500,5,wish,2a6ea72c153196fe2752c7d,MOBILE,"user by-session,user by-session,user by-session,user by-session,user","15:09:09,15:09:09,15:09:10,15:10:06,15:10:37","N,N,N,C,N"
2016-02-25T15:06:47.917-0500,3,wish,668ca0321519cee621c55a9,DESKTOP,"user by-session,user by-session,user by-session","15:06:47,15:06:48,15:06:48","N,N,N"
2016-02-25T15:05:22.022-0500,3,wish,77ae1fdc153196c6c7a2ee5,MOBILE,"user by-session,user by-session,user by-session","15:05:22,15:05:22,15:05:22","N,N,N"
2016-02-25T15:03:03.341-0500,6,wish,78908029152657f79cb18f2,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user","15:03:03,15:03:03,15:03:03,15:03:17,15:03:36,15:03:36","N,N,N,L,N,N"
2016-02-25T15:00:15.441-0500,6,wish,77ae1fdc153196c6c7a256d,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session","15:00:15,15:00:15,15:00:15,15:00:20,15:00:23,15:00:39","N,N,N,L,N,C"
2016-02-25T15:00:05.757-0500,3,wish,77ae1fdc153196c6c7a2781,DESKTOP,"user by-session,user by-session,user by-session","15:00:05,15:00:05,15:00:06","N,N,N"
2016-02-25T14:59:43.591-0500,3,wish,2a6ea72c153196fe275509a,DESKTOP,"user by-session,user by-session,user by-session","14:59:43,14:59:43,14:59:44","N,N,N"
2016-02-25T14:47:39.136-0500,9,wish,8160ba3152d6d8127749c3,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","14:47:39,14:47:39,14:47:39,14:48:01,14:48:04,14:48:22,14:48:22,14:48:31,14:48:59","N,N,N,L,N,C,N,C,N"
2016-02-25T14:45:27.189-0500,7,wish,2a6ea72c153196fe27516f,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user by-session,user by-session,user","14:45:27,14:45:27,14:45:27,14:45:34,14:45:36,14:45:48,14:46:10","N,N,N,L,N,C,N"
2016-02-25T14:45:07.597-0500,8,wish,77ae1fdc153196c6c7a4e4,DESKTOP,"user by-session,user by-session,user by-session,user by-session,user,user,user,user","14:45:07,14:45:07,14:45:08,14:45:31,14:45:57,14:46:03,14:46:29,14:46:50","N,N,N,C,N,N,N,N"
2016-02-25T14:43:45.574-0500,3,wish,237f00b4152787821e31b74,DESKTOP,"user by-session,user by-session,user by-session","14:43:45,14:43:45,14:43:46","N,N,N"
2016-02-25T14:39:45.913-0500,3,wish,2a6ea72c153196fe275fd4,DESKTOP,"user by-session,user by-session,user by-session","14:39:45,14:39:46,14:39:46","N,N,N"
